date,y,trend,seasonal,cycle,noise,outliers,temp,promo
2019-01-01,26.767581601939106,20.781626022942998,3.674874745143356,1.9606561921351582,0.350424641717596,0.0,14.84739163173236,0.0
2019-01-02,26.348073459912285,20.782280122942996,4.6447176091572615,1.9768875933015553,-1.0558118654895314,0.0,15.007467651940592,0.0
2019-01-03,25.217910477853895,20.782934422942997,2.0017033927902403,1.9925785331390435,0.4406941289816132,0.0,16.95217189316232,0.0
2019-01-04,21.913386098256936,20.783588922942997,-2.1358546220299486,2.0077247219013445,1.2579270754425411,0.0,14.247247007450385,0.0
2019-01-05,18.574111394892032,20.784243622943,-2.4919346100477533,2.0223220187716846,-1.7405196367748954,0.0,15.237877332339202,0.0
2019-01-06,17.939630940877425,20.784898522942996,-2.6879197274588007,2.036366432994852,-2.193714287601624,0.0,17.052400534335224,0.0
2019-01-07,19.0993517089586,20.785553622943,-3.005586787554355,2.0498541249682316,-0.7304692513982713,0.0,16.184796252656717,0.0
2019-01-08,25.86799839362343,20.786208922942997,3.674874745143354,2.0627814072915105,-0.6558666817544281,0.0,16.41231481800796,0.0
2019-01-09,27.22505877404334,20.786864422942998,4.644717609157262,2.075144745774781,-0.2816680038317034,0.0,16.18989772652522,0.0
2019-01-10,23.78249655789569,20.787520122942997,2.001703392790245,2.0869407604047474,-1.0936677182422982,0.0,16.498425396240062,0.0
2019-01-11,21.32432821097718,20.788176022943,-2.135854622029945,2.0981662262687935,0.5738405837953335,0.0,16.99243277767465,0.0
2019-01-12,21.529712546593306,20.788832122943,-2.491934610047753,2.108818074436637,1.1239969592614238,0.0,15.858224623631738,0.0
2019-01-13,20.74599617418351,20.789488422943,-2.6879197274588016,2.118893392799347,0.525534085899968,0.0,17.343282862075515,0.0
2019-01-14,21.41948858462735,20.790144922942996,-3.0055867875543596,2.128389426865485,1.506541022373225,0.0,15.676969690524892,0.0
2019-01-15,27.743232101139643,20.790801622942997,3.6748747451433497,2.137303580514154,1.1402521525391425,0.0,17.17207650631283,0.0
2019-01-16,27.049724077504948,20.791458522942996,4.644717609157263,2.145633416704754,-0.5320854713000669,0.0,17.185819131558556,0.0
2019-01-17,25.158424887051332,20.792115622942998,2.0017033927902457,2.153376658143243,0.21122921317484683,0.0,16.68263078971916,0.0
2019-01-18,19.799226183134373,20.792772922942998,-2.1358546220299446,2.160531187904729,-1.01822330568341,0.0,17.289711242784353,0.0
2019-01-19,21.071519387137457,20.793430422942997,-2.4919346100477506,2.1670950500122106,0.6029285242299993,0.0,16.941337675117868,0.0
2019-01-20,20.46299145751333,20.794088122943,-2.687919727458806,2.173066449971329,0.1837566120578089,0.0,16.71279623204952,0.0
2019-01-21,19.828513917395668,20.794746022943,-3.005586787554361,2.178443755260959,-0.13908907325392605,0.0,17.41729140346199,0.0
2019-01-22,25.814799758499774,20.795404122942998,3.674874745143353,2.1832254957795256,-0.8387046053661029,0.0,16.946218069113645,0.0
2019-01-23,28.69863109367587,20.796062422942995,4.6447176091572615,2.1874103642469174,1.0704406973286935,0.0,18.216034314399984,0.0
2019-01-24,25.239888906847476,20.796720922943,2.0017033927902426,2.190997216561881,0.25046737455235496,0.0,17.165238854626963,0.0
2019-01-25,20.463120027361235,20.797379622942998,-2.1358546220299393,2.193985072114808,-0.39239004566663127,0.0,18.781485532040627,0.0
2019-01-26,19.94056742562296,20.798038522942996,-2.4919346100477457,2.196373114055823,-0.5619096013281165,0.0,17.392365566555476,0.0
2019-01-27,20.6963303078574,20.798697622942996,-2.687919727458805,2.1981606895181045,0.38739172285510437,0.0,18.009168807938646,0.0
2019-01-28,20.568334808345735,20.799356922942998,-3.0055867875543645,2.19934730979637,0.5752173631607318,0.0,18.086152007351142,0.0
2019-01-29,27.379553267166514,20.800016422942996,3.6748747451433523,2.1999326504804833,0.7047294485996793,0.0,19.76851955032268,0.0
2019-01-30,28.422646216543342,20.800676122942996,4.64471760915726,2.1999165515441463,0.7773359328989369,0.0,19.09410267741958,0.0
2019-01-31,27.776167547282494,20.801336022942998,2.0017033927902435,2.1992990173886473,2.773829114160605,0.0,18.7808173592443,0.0
2019-02-01,21.50637609457666,20.801996122943,-2.135854622029933,2.1980802168416584,0.6421543768219342,0.0,19.468343103672613,0.0
2019-02-02,20.17476490830283,20.802656422943,-2.491934610047752,2.1962604831110797,-0.3322173877034942,0.0,17.501570981060652,0.0
2019-02-03,19.240511916611673,20.803316922942997,-2.6879197274588087,2.1938403136939426,-1.068725592566457,0.0,19.26953450059367,0.0
2019-02-04,20.27009730456427,20.803977622943,-3.0055867875543636,2.190820370240401,0.28088609893523714,0.0,21.01749384758477,0.0
2019-02-05,28.07738732266232,20.804638522942998,3.674874745143362,2.1872014783728417,1.4106725762031203,0.0,19.63949125545108,0.0
2019-02-06,28.066231313738566,20.805299622942997,4.644717609157262,2.1829846274601654,0.43322945417814174,0.0,19.700732722965874,0.0
2019-02-07,24.19294711924489,20.805960922942997,2.0017033927902377,2.178170970347308,-0.7928881668356504,0.0,20.196316199399863,0.0
2019-02-08,19.57822095917392,20.806622422942997,-2.1358546220299512,2.1727618230400596,-1.2653086647791856,0.0,20.584299155572484,0.0
2019-02-09,20.72416641732725,20.807284122943,-2.4919346100477635,2.166758664345284,0.24205824008673194,0.0,18.37840063321505,0.0
2019-02-10,21.23175502386948,20.807946022942996,-2.687919727458797,2.1601631354666266,0.9515655929186513,0.0,18.7375972216886,0.0
2019-02-11,20.96125202066291,20.808608122942996,-3.0055867875543485,2.152977039555828,1.0052536457184347,0.0,20.35726952114877,0.0
2019-02-12,26.266112804211488,20.809270422942998,3.6748747451433603,2.1452023412197567,-0.3632347050946245,0.0,19.721175696420218,0.0
2019-02-13,27.71318333757245,20.809932922943,4.644717609157265,2.136841165983308,0.1216916394888779,0.0,21.445169160439495,0.0
2019-02-14,25.123060151748927,20.810595622942998,2.0017033927902337,2.1278957997083063,0.1828653363073886,0.0,20.244282625881155,0.0
2019-02-15,21.118410609642932,20.811258522942996,-2.1358546220299557,2.1183686879685717,0.3246380207613203,0.0,19.048042027842683,0.0
2019-02-16,21.56024775122151,20.811921622942997,-2.491934610047758,2.108262435381326,1.1319983029449463,0.0,19.678841844779,0.0
2019-02-17,20.932179202648186,20.812584922942996,-2.687919727458792,2.097579804895117,0.7099342022688632,0.0,18.58941149066284,0.0
2019-02-18,20.958709630863325,20.813248422942998,-3.0055867875543516,2.0863237170344533,1.0647242784402242,0.0,20.696035753885553,0.0
